,day,month,year,crash_time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,bad_road_infrastructure,car_failure,distraction,driver_mistake,illegal_action,medical,other_involvement
76069,7,7,2020,15,40.668346,-73.960526,0,0,0,0,0,1,0,0,0
76070,8,7,2020,18,40.862778,-73.906166,1,0,0,0,1,0,0,0,0
76072,24,7,2020,4,40.68576,-73.915504,0,0,0,0,0,0,1,0,0
76073,20,6,2020,20,40.68665,-73.920746,1,0,0,0,1,0,0,0,0
76075,5,8,2020,14,40.682415,-73.97065,0,0,0,0,0,1,0,0,0
76077,27,6,2020,1,40.850307,-73.886444,0,0,0,0,0,0,1,0,0
76078,20,7,2020,2,40.84286,-73.893486,1,0,0,0,1,0,0,0,0
76080,4,7,2020,23,40.76037,-73.922,0,0,0,0,1,0,0,0,0
76081,19,7,2020,8,40.62516,-73.9081,1,0,0,0,0,1,0,0,0
76082,7,7,2020,4,40.60783,-74.1465,0,0,0,0,0,1,0,0,0
76083,10,7,2020,15,40.67653,-73.75693,0,0,0,0,0,0,1,0,0
76085,25,7,2020,18,40.693592,-73.75122,1,0,0,0,1,0,0,0,0
76088,22,6,2020,8,40.6867,-73.9982,0,0,0,0,0,1,0,0,0
76089,23,7,2020,19,40.843822,-73.916565,1,0,0,0,0,1,0,0,0
76090,29,6,2020,12,40.824696,-73.83919,0,0,0,0,0,0,0,0,1
76091,1,7,2020,18,40.690685,-73.86634,0,0,0,0,0,1,0,0,0
76094,8,7,2020,9,40.87015,-73.84562,0,0,0,0,0,0,0,0,1
76096,8,7,2020,16,40.728745,-73.978546,1,0,0,0,1,0,0,0,0
76099,16,6,2020,12,40.791622,-73.95305,0,0,0,0,0,1,0,0,0
76101,26,7,2020,22,40.71229,-73.740814,0,0,0,0,0,0,1,0,0
76102,26,6,2020,18,40.77279,-73.837135,1,0,0,0,0,1,0,0,0
76103,1,7,2020,10,40.63359,-73.973656,0,0,0,0,0,1,0,0,0
76105,7,7,2020,8,40.749157,-73.86943,1,0,0,0,1,0,0,0,0
76106,7,7,2020,17,40.720524,-73.90493,0,0,0,0,0,1,0,0,0
76107,30,7,2020,9,40.54653,-74.180435,1,0,0,0,0,0,1,0,0
76109,25,7,2020,0,40.861744,-73.911804,1,0,0,0,0,1,0,0,0
76110,6,8,2020,19,40.596,-73.77067,2,0,0,0,0,1,0,0,0
76112,22,6,2020,1,40.758224,-73.91741,1,0,0,0,0,0,0,0,1
76113,21,6,2020,18,40.740772,-73.89867,0,0,0,0,1,0,0,0,0
76114,21,7,2020,3,40.754406,-73.85581,1,0,0,0,1,0,0,0,0
76116,19,7,2020,14,40.82513,-73.931076,2,0,0,0,0,1,0,0,0
76117,30,7,2020,18,40.752106,-73.94424,0,0,0,0,1,0,0,0,0
76118,11,7,2020,2,40.64275,-73.90378,2,0,0,0,0,0,0,0,1
76121,6,7,2020,17,40.67947,-73.95313,1,0,0,0,0,1,0,0,0
76122,28,6,2020,18,40.74913,-74.001724,0,0,0,0,0,1,0,0,0
76124,21,6,2020,19,40.836304,-73.92518,1,0,0,0,0,0,0,0,1
76125,14,7,2020,18,40.81881,-73.92828,0,0,0,0,1,0,0,0,0
76126,17,6,2020,23,40.693684,-73.806015,1,0,0,0,0,1,0,0,0
76127,12,7,2020,23,40.635128,-73.91892,3,0,0,0,1,0,0,0,0
76128,6,7,2020,1,40.644405,-73.964096,3,0,0,0,0,0,0,0,1
76129,20,6,2020,16,40.669735,-73.948456,0,0,0,0,0,1,0,0,0
76130,29,6,2020,18,40.8317,-73.935394,0,0,0,0,0,0,0,0,1
76131,3,7,2020,14,40.773975,-73.948555,0,0,0,0,1,0,0,0,0
76134,29,7,2020,22,40.87656,-73.90436,0,0,0,0,1,0,0,0,0
76136,30,7,2020,6,40.623585,-74.08278,3,0,0,0,0,0,0,0,1
76137,23,6,2020,20,40.64188,-73.95152,1,0,0,0,0,1,0,0,0
76138,6,8,2020,17,40.668224,-73.953445,1,0,0,0,0,1,0,0,0
76139,22,7,2020,19,40.849373,-73.89576,0,0,0,0,0,1,0,0,0
76140,29,7,2020,15,40.616413,-74.103516,1,0,0,0,1,0,0,0,0
76141,8,7,2020,16,40.896687,-73.84511,4,0,0,0,0,1,0,0,0
76143,12,7,2020,23,40.760475,-73.9222,0,0,0,0,0,1,0,0,0
76145,30,7,2020,23,40.725754,-73.93883,0,0,0,0,1,0,0,0,0
76146,15,6,2020,13,40.770306,-73.91901,1,0,0,0,0,1,0,0,0
76147,16,6,2020,0,40.707558,-73.93344,2,0,0,0,0,0,0,0,1
76151,7,8,2020,22,40.76635,-73.95103,0,0,0,0,1,0,0,0,0
76152,26,6,2020,0,40.813232,-73.90908,0,0,0,0,0,0,1,0,0
76153,5,7,2020,13,40.615517,-73.96052,0,0,0,0,1,0,0,0,0
76154,24,6,2020,18,40.834415,-73.92854,0,0,0,0,0,1,0,0,0
76156,16,7,2020,16,40.76685,-73.95376,0,0,0,0,1,0,0,0,0
76157,3,7,2020,22,40.684776,-73.84422,1,0,0,0,1,0,0,0,0
76158,4,7,2020,10,40.629616,-73.94248,0,0,0,0,0,0,0,0,1
76159,12,7,2020,18,40.597553,-73.99117,1,0,0,0,1,0,0,0,0
76160,15,7,2020,21,40.570877,-74.16984,2,0,0,0,0,1,0,0,0
76162,15,7,2020,7,40.77067,-73.7355,0,0,0,0,1,0,0,0,0
76163,30,6,2020,16,40.66511,-73.93703,1,0,0,0,1,0,0,0,0
76164,4,8,2020,20,40.73146,-73.79957,1,0,0,0,1,0,0,0,0
76168,7,8,2020,17,40.754658,-73.833115,0,0,0,0,0,1,0,0,0
76169,22,6,2020,19,40.680508,-73.81432,2,0,0,0,0,1,0,0,0
76170,17,6,2020,8,40.66408,-73.94817,1,0,0,0,1,0,0,0,0
76171,16,7,2020,21,40.86131,-73.92124,0,0,0,0,1,0,0,0,0
76174,31,7,2020,18,40.737682,-73.85206,1,0,0,0,0,1,0,0,0
76180,11,7,2020,15,40.583687,-73.94487,1,0,0,0,1,0,0,0,0
76181,7,8,2020,23,40.845947,-73.89867,1,0,0,0,0,1,0,0,0
76182,7,8,2020,11,40.885952,-73.8279,1,0,0,0,0,1,0,0,0
76185,27,7,2020,19,40.60957,-73.81905,0,0,0,0,0,1,0,0,0
76186,11,7,2020,18,40.763546,-73.969345,1,0,0,0,1,0,0,0,0
76187,3,7,2020,18,40.648354,-73.91001,0,0,0,0,0,0,1,0,0
76188,7,7,2020,7,40.84518,-73.91417,0,0,0,0,0,1,0,0,0
76189,6,7,2020,10,40.60677,-73.94892,1,0,0,0,1,0,0,0,0
76191,20,6,2020,7,40.61244,-74.13231,0,0,0,0,1,0,0,0,0
76193,14,7,2020,12,40.75206,-73.90088,0,0,0,0,0,1,0,0,0
76194,18,7,2020,10,40.753563,-73.83366,0,0,0,0,0,1,0,0,0
76195,7,8,2020,18,40.60168,-74.1633,1,0,0,0,1,0,0,0,0
76196,16,6,2020,9,40.679337,-73.89483,0,0,0,0,1,0,0,0,0
76198,8,8,2020,23,40.835094,-73.88697,1,0,0,0,0,0,1,0,0
76201,1,7,2020,20,40.768436,-73.91996,0,0,0,0,1,0,0,0,0
76202,7,8,2020,21,40.83874,-73.913765,0,0,0,0,0,0,1,0,0
76203,26,7,2020,18,40.82942,-73.91226,1,0,0,0,0,1,0,0,0
76205,1,8,2020,0,40.66925,-73.93944,0,0,0,0,1,0,0,0,0
76207,7,8,2020,12,40.63981,-74.09078,0,0,0,0,1,0,0,0,0
76208,5,8,2020,16,40.65807,-73.96242,1,0,0,0,0,1,0,0,0
76213,7,8,2020,13,40.818745,-73.86621,1,0,0,0,0,0,0,0,1
76214,14,6,2020,14,40.65794,-73.907745,0,0,0,0,0,0,0,0,1
76215,27,7,2020,20,40.69097,-73.94833,1,0,0,0,1,0,0,0,0
76216,1,7,2020,13,40.684143,-73.97772,2,0,0,0,1,0,0,0,0
76218,16,6,2020,17,40.738907,-73.84756,0,0,0,0,0,1,0,0,0
76219,18,6,2020,17,40.642174,-74.02064,1,0,0,0,0,0,0,0,1
76224,29,6,2020,14,40.88656,-73.83019,1,0,0,0,0,1,0,0,0
76226,23,7,2020,22,40.87231,-73.871956,3,0,0,0,1,0,0,0,0
76227,12,7,2020,4,40.668797,-73.93113,0,0,0,0,1,0,0,0,0
76231,4,8,2020,15,40.762676,-73.954346,0,0,0,0,0,1,0,0,0
76234,3,7,2020,9,40.710136,-73.900154,0,0,0,0,1,0,0,0,0
76236,19,6,2020,6,40.713306,-73.99928,0,0,0,1,0,0,0,0,0
76240,15,7,2020,10,40.702526,-73.95934,0,0,0,0,0,0,0,0,1
76241,7,8,2020,3,40.750416,-73.897736,0,0,0,0,1,0,0,0,0
76242,26,7,2020,21,40.699165,-73.914925,0,0,0,0,0,1,0,0,0
76246,3,8,2020,22,40.69885,-73.938576,1,0,0,0,1,0,0,0,0
76247,4,8,2020,2,40.669456,-73.86284,1,0,0,0,1,0,0,0,0
76248,29,6,2020,23,40.768227,-73.929146,1,0,0,0,0,1,0,0,0
76249,24,7,2020,0,40.69599,-73.998215,0,0,0,0,1,0,0,0,0
76251,6,7,2020,9,40.672665,-73.86644,0,0,0,0,0,1,0,0,0
76252,3,8,2020,14,40.86265,-73.837074,0,0,0,0,1,0,0,0,0
76253,23,7,2020,11,40.767864,-73.73818,0,0,0,0,1,0,0,0,0
76254,17,7,2020,7,40.635567,-74.02016,1,0,0,0,1,0,0,0,0
76255,8,7,2020,23,40.700104,-73.94726,0,0,0,0,0,1,0,0,0
76256,13,7,2020,14,40.692055,-73.96397,1,0,0,0,0,0,0,0,1
76258,1,8,2020,17,40.81088,-73.94694,0,0,0,0,0,1,0,0,0
76260,28,7,2020,11,40.606358,-74.167366,2,0,0,0,0,0,0,0,1
76264,2,8,2020,9,40.745438,-73.923,0,0,0,0,1,0,0,0,0
76265,26,7,2020,17,40.728603,-74.005325,1,0,0,0,0,0,1,0,0
76266,4,7,2020,13,40.737553,-73.85089,0,0,0,0,0,1,0,0,0
76267,19,6,2020,13,40.719395,-74.00189,0,0,0,0,0,0,1,0,0
76268,24,6,2020,16,40.844177,-73.90292,2,0,0,0,0,0,1,0,0
76269,22,6,2020,23,40.65794,-73.907745,1,0,0,0,0,1,0,0,0
76270,29,7,2020,16,40.889503,-73.852776,0,0,0,0,0,0,1,0,0
76272,17,6,2020,0,40.585342,-73.94157,1,0,0,0,0,1,0,0,0
76273,11,7,2020,11,40.67472,-73.85839,0,0,0,0,0,1,0,0,0
76274,26,7,2020,17,40.843365,-73.91545,0,0,0,0,0,1,0,0,0
76276,12,7,2020,15,40.70698,-73.89208,0,0,0,0,0,1,0,0,0
76277,30,6,2020,11,40.645664,-74.00974,1,0,0,0,1,0,0,0,0
76278,6,7,2020,14,40.59826,-73.79473,1,0,0,0,0,1,0,0,0
76279,29,7,2020,13,40.765007,-73.955086,0,0,0,0,1,0,0,0,0
76282,13,7,2020,6,40.66653,-73.806274,0,0,0,0,1,0,0,0,0
76283,30,6,2020,8,40.722893,-73.93905,0,0,0,0,0,1,0,0,0
76284,28,7,2020,11,40.78945,-73.939644,0,0,0,0,0,0,0,0,1
76285,28,6,2020,4,40.697567,-73.728745,0,0,0,0,1,0,0,0,0
76286,21,7,2020,9,40.704178,-73.89481,0,0,0,0,0,1,0,0,0
76287,21,6,2020,3,40.81467,-73.93623,0,0,0,0,0,0,1,0,0
76288,27,6,2020,21,40.869507,-73.84238,0,0,0,0,1,0,0,0,0
76289,26,7,2020,13,40.701706,-73.88375,0,0,0,0,0,1,0,0,0
76291,6,8,2020,15,40.59368,-73.77538,1,0,0,0,1,0,0,0,0
76294,30,6,2020,17,40.71997,-73.992905,0,0,0,0,0,1,0,0,0
76295,25,7,2020,1,40.811,-73.91724,0,0,0,0,0,1,0,0,0
76296,7,8,2020,6,40.699017,-73.80696,0,0,0,0,0,1,0,0,0
76299,14,7,2020,20,40.738064,-73.83657,0,0,0,0,1,0,0,0,0
76300,19,7,2020,2,40.660873,-73.90947,0,0,0,0,0,1,0,0,0
76301,17,6,2020,11,40.84491,-73.93324,0,0,0,0,1,0,0,0,0
76302,30,7,2020,7,40.743782,-73.97352,1,0,0,0,1,0,0,0,0
76304,28,7,2020,9,40.81786,-73.89058,0,0,0,0,0,1,0,0,0
76305,29,6,2020,1,40.75432,-73.87946,1,0,0,0,0,0,1,0,0
76306,19,7,2020,21,40.783268,-73.82485,0,0,0,0,0,1,0,0,0
76308,24,6,2020,14,40.891857,-73.85258,0,0,0,0,0,1,0,0,0
76309,12,7,2020,16,40.854538,-73.932526,0,0,0,0,0,1,0,0,0
76311,26,6,2020,15,40.61368,-73.911934,1,0,0,0,0,0,0,0,1
76313,17,6,2020,18,40.661106,-73.87529,0,0,0,0,0,0,0,0,1
76314,27,7,2020,12,40.578014,-73.95951,0,0,0,0,0,1,0,0,0
76315,28,6,2020,23,40.837124,-73.909645,0,0,0,0,0,1,0,0,0
76318,19,6,2020,22,40.67705,-73.92232,0,0,0,0,0,1,0,0,0
76319,2,7,2020,17,40.701637,-73.942276,0,0,0,0,1,0,0,0,0
76321,26,6,2020,17,40.64335,-73.917946,0,0,0,0,1,0,0,0,0
76322,9,7,2020,3,40.815266,-73.859726,1,0,0,0,1,0,0,0,0
76323,5,7,2020,19,40.62573,-73.9564,1,1,0,0,0,0,1,0,0
76324,2,7,2020,18,40.794178,-73.94487,2,0,0,0,1,0,0,0,0
76327,13,7,2020,17,40.878746,-73.84241,0,0,0,0,1,0,0,0,0
76328,18,7,2020,17,40.810932,-73.95061,0,0,0,0,0,1,0,0,0
76329,12,7,2020,19,40.722576,-73.94049,4,0,0,0,0,1,0,0,0
76330,18,6,2020,0,40.593166,-74.09303,0,0,0,0,1,0,0,0,0
76333,31,7,2020,18,40.806477,-73.908455,0,0,0,0,1,0,0,0,0
76335,22,6,2020,14,40.828316,-73.93118,1,0,0,0,1,0,0,0,0
76337,22,6,2020,17,40.76521,-73.8005,0,0,0,0,0,1,0,0,0
76338,18,7,2020,12,40.66215,-73.85505,0,0,0,0,0,0,0,0,1
76339,6,8,2020,11,40.7171,-73.9986,0,0,0,0,0,1,0,0,0
76340,26,7,2020,0,40.657406,-73.74507,0,0,0,0,0,0,1,0,0
76343,8,7,2020,22,40.6835,-73.93516,0,0,0,0,1,0,0,0,0
76344,11,7,2020,23,40.6931,-73.95489,1,0,0,0,0,0,1,0,0
76348,27,7,2020,3,40.770554,-73.83551,1,0,0,0,1,0,0,0,0
76349,1,7,2020,23,40.87142,-73.86615,1,0,0,0,0,0,1,0,0
76350,21,7,2020,18,40.668976,-73.90668,0,0,0,0,0,1,0,0,0
76351,24,6,2020,9,40.69987,-73.94043,1,0,0,0,0,0,0,0,1
76352,11,7,2020,1,40.74165,-73.716576,0,0,0,0,0,0,1,0,0
76353,24,6,2020,23,40.845947,-73.93782,0,0,0,0,0,1,0,0,0
76355,12,7,2020,0,40.70274,-73.79842,1,0,0,0,1,0,0,0,0
76357,2,8,2020,20,40.813374,-73.956276,1,0,0,0,0,0,1,0,0
76358,28,7,2020,20,40.833588,-73.91498,0,0,0,0,0,0,1,0,0
76359,2,7,2020,23,40.58428,-73.92529,0,0,0,0,0,1,0,0,0
76361,19,7,2020,6,40.697678,-73.916374,0,0,0,0,0,0,1,0,0
76362,21,6,2020,13,40.587967,-73.954346,0,0,0,0,0,1,0,0,0
76364,27,6,2020,19,40.66696,-73.77078,0,0,0,0,0,1,0,0,0
76365,18,6,2020,14,40.738533,-73.93935,3,0,0,0,1,0,0,0,0
76366,22,7,2020,11,40.677044,-74.000725,0,0,0,0,0,1,0,0,0
76369,27,7,2020,10,40.63747,-73.91918,1,0,0,0,0,1,0,0,0
76370,21,6,2020,6,40.707493,-73.80926,0,0,0,0,1,0,0,0,0
76371,2,7,2020,6,40.817257,-73.8162,1,0,0,0,1,0,0,0,0
76372,3,8,2020,0,40.630043,-73.945526,5,0,0,0,0,1,0,0,0
76374,23,6,2020,13,40.594402,-73.77121,0,0,0,0,0,1,0,0,0
76376,31,7,2020,16,40.872128,-73.88248,1,0,0,0,0,0,0,0,1
76380,6,8,2020,13,40.637817,-73.97956,1,0,0,0,0,1,0,0,0
76382,7,7,2020,16,40.6072,-73.75444,0,0,0,0,1,0,0,0,0
76384,18,7,2020,0,40.84664,-73.90469,0,0,0,0,0,1,0,0,0
76385,22,7,2020,19,40.81207,-73.93603,0,0,0,0,0,0,0,0,1
76386,21,7,2020,13,40.692318,-73.8609,0,0,0,0,0,0,1,0,0
76387,5,8,2020,0,40.694557,-73.906555,0,0,0,0,1,0,0,0,0
76391,29,6,2020,4,40.837585,-73.945496,0,0,0,0,0,1,0,0,0
76395,26,6,2020,20,40.79758,-73.939186,1,0,0,0,1,0,0,0,0
76398,1,7,2020,16,40.584366,-73.9271,0,0,0,0,0,0,0,0,1
76402,5,7,2020,17,40.635334,-73.9723,0,0,0,0,0,1,0,0,0
76403,29,6,2020,18,40.638577,-73.90414,0,0,0,0,0,1,0,0,0
76404,5,8,2020,6,40.701332,-73.92684,1,0,0,0,1,0,0,0,0
76405,22,7,2020,12,40.652752,-73.88629,0,0,0,0,0,1,0,0,0
76406,3,8,2020,21,40.705917,-73.769775,1,0,0,0,0,0,1,0,0
76408,17,6,2020,17,40.68125,-73.764824,1,0,0,0,1,0,0,0,0
76409,18,7,2020,17,40.762287,-73.97027,1,0,0,0,1,0,0,0,0
76411,1,8,2020,18,40.855972,-73.869896,1,0,0,0,1,0,0,0,0
76412,16,6,2020,8,40.734863,-73.90662,0,0,0,0,1,0,0,0,0
76415,19,7,2020,0,40.677563,-73.85286,0,0,0,0,0,1,0,0,0
76416,27,6,2020,1,40.84506,-73.916855,0,0,0,0,0,1,0,0,0
76417,2,7,2020,10,40.72545,-73.837776,2,0,0,0,1,0,0,0,0
76418,23,7,2020,6,40.74886,-73.93755,1,0,0,0,1,0,0,0,0
76422,24,6,2020,18,40.641617,-73.917206,0,0,0,0,0,0,1,0,0
76423,20,7,2020,8,40.694126,-73.90581,0,0,0,1,0,0,0,0,0
76425,18,7,2020,19,40.73941,-74.0054,1,0,0,0,1,0,0,0,0
76426,8,7,2020,19,40.659622,-73.88331,1,0,0,0,0,1,0,0,0
76427,3,7,2020,8,40.58478,-73.94526,1,0,0,1,0,0,0,0,0
76428,30,7,2020,13,40.815403,-73.93992,0,0,0,0,0,0,0,0,1
76432,16,6,2020,11,40.762794,-73.79611,0,0,0,0,0,1,0,0,0
76433,13,7,2020,18,40.597923,-73.9872,0,0,0,0,0,1,0,0,0
76434,7,8,2020,9,40.699413,-73.95902,0,0,0,0,0,0,0,0,1
76436,30,7,2020,0,40.71598,-73.983734,1,0,0,0,0,1,0,0,0
76437,2,8,2020,21,40.51332,-74.24439,0,0,0,0,1,0,0,0,0
76438,3,7,2020,18,40.846935,-73.883194,0,0,0,0,0,1,0,0,0
76440,1,8,2020,1,40.719055,-73.8332,0,0,0,0,1,0,0,0,0
76441,22,7,2020,20,40.708324,-73.84314,1,0,0,0,1,0,0,0,0
76442,18,7,2020,7,40.753826,-73.88412,0,0,0,0,0,0,0,0,1
76444,2,7,2020,14,40.678646,-73.95166,0,0,0,0,1,0,0,0,0
76446,10,7,2020,2,40.750366,-73.75281,0,0,0,0,0,0,0,0,1
76447,16,6,2020,0,40.696724,-73.9607,0,0,0,0,1,0,0,0,0
76448,29,7,2020,15,40.70983,-74.01468,0,0,0,0,0,1,0,0,0
76450,21,7,2020,19,40.827564,-73.867134,6,0,0,0,1,0,0,0,0
76451,20,6,2020,15,40.74277,-73.9866,1,0,0,0,1,0,0,0,0
76452,22,6,2020,10,40.768955,-73.82669,0,0,0,0,0,1,0,0,0
76453,29,6,2020,15,40.67398,-73.899315,1,0,0,0,0,0,1,0,0
76455,30,7,2020,9,40.76509,-73.82907,0,0,0,0,0,1,0,0,0
76456,29,7,2020,20,40.79531,-73.93592,0,0,0,0,0,1,0,0,0
76457,27,6,2020,16,40.747627,-73.976746,0,0,0,0,0,1,0,0,0
76458,6,7,2020,18,40.71049,-73.7766,0,0,0,0,0,1,0,0,0
76459,16,7,2020,1,40.74084,-73.72681,0,0,0,0,0,1,0,0,0
76460,23,7,2020,19,40.683464,-73.97569,1,0,0,0,1,0,0,0,0
76462,28,6,2020,16,40.66626,-73.99596,1,0,0,0,0,1,0,0,0
76465,30,7,2020,16,40.683723,-73.96797,0,0,0,0,1,0,0,0,0
76467,14,6,2020,15,40.841084,-73.93184,0,0,0,1,0,0,0,0,0
76468,23,7,2020,9,40.673588,-73.96296,0,0,0,0,1,0,0,0,0
76469,29,6,2020,22,40.696693,-73.80729,0,0,0,0,1,0,0,0,0
76470,5,8,2020,13,40.65965,-73.773834,1,0,0,0,1,0,0,0,0
76473,14,7,2020,17,40.857758,-73.90095,0,0,0,0,0,1,0,0,0
76475,19,6,2020,11,40.693413,-73.940125,0,0,0,0,0,1,0,0,0
76476,8,7,2020,23,40.659504,-73.84965,0,0,0,0,0,1,0,0,0
76477,16,6,2020,14,40.69874,-73.926315,0,0,0,0,0,1,0,0,0
76478,28,7,2020,3,40.8396,-73.929474,0,0,0,0,0,0,1,0,0
76480,9,7,2020,16,40.61423,-73.93636,1,0,0,0,1,0,0,0,0
76481,14,7,2020,17,40.7743,-73.965385,1,0,0,0,0,1,0,0,0
76482,1,8,2020,11,40.60833,-73.97735,0,0,0,0,0,1,0,0,0
76483,27,6,2020,15,40.874462,-73.857315,1,0,0,0,1,0,0,0,0
76484,18,6,2020,13,40.7636,-73.77098,0,0,0,0,1,0,0,0,0
76485,5,8,2020,18,40.823635,-73.93095,0,0,0,0,0,0,0,0,1
76486,1,7,2020,6,40.674683,-73.8946,0,0,0,1,0,0,0,0,0
76489,26,6,2020,5,40.74967,-73.99531,0,0,0,0,0,1,0,0,0
76490,31,7,2020,21,40.822166,-73.940315,0,0,0,0,1,0,0,0,0
76492,28,6,2020,12,40.783398,-73.80459,2,0,0,0,1,0,0,0,0
76494,28,7,2020,15,40.595715,-73.96508,1,0,0,0,0,1,0,0,0
76495,23,7,2020,17,40.63795,-74.14479,1,0,0,0,0,1,0,0,0
76497,1,7,2020,5,40.697243,-73.813324,0,0,0,0,0,1,0,0,0
76501,12,7,2020,4,40.684856,-73.913925,1,0,0,0,0,1,0,0,0
76503,2,7,2020,19,40.808163,-73.9464,0,0,0,0,0,1,0,0,0
76504,23,6,2020,19,40.737732,-73.98817,1,0,0,0,0,1,0,0,0
76505,24,6,2020,11,40.733795,-74.0059,0,0,0,0,0,1,0,0,0
76506,15,6,2020,13,40.60297,-74.17261,0,0,0,0,1,0,0,0,0
76507,30,6,2020,22,40.75645,-73.97032,0,0,0,0,1,0,0,0,0
76508,26,7,2020,12,40.594296,-74.06716,1,0,0,0,1,0,0,0,0
76509,22,7,2020,12,40.862778,-73.906166,3,0,0,0,0,0,0,0,1
76510,29,6,2020,10,40.861862,-73.91282,1,0,0,0,0,1,0,0,0
76511,31,7,2020,12,40.704964,-73.928116,0,0,0,0,0,1,0,0,0
76512,26,6,2020,19,40.745686,-73.97213,0,0,0,0,0,1,0,0,0
76513,20,6,2020,4,40.69832,-73.962265,2,0,0,0,0,0,0,0,1
76514,21,6,2020,23,40.75548,-73.74173,1,0,0,0,1,0,0,0,0
76516,3,7,2020,15,40.832314,-73.93161,0,0,0,0,0,1,0,0,0
76517,29,7,2020,20,40.67884,-73.75419,0,0,0,0,1,0,0,0,0
76518,24,7,2020,18,40.727314,-73.802956,0,0,0,0,0,1,0,0,0
76519,18,7,2020,0,40.83142,-73.91831,0,0,0,0,1,0,0,0,0
76520,6,8,2020,16,40.59589,-74.085884,0,0,0,0,0,1,0,0,0
76521,19,7,2020,16,40.671726,-73.9916,0,0,0,0,1,0,0,0,0
76522,5,8,2020,7,40.73937,-73.79189,1,0,0,0,0,1,0,0,0
76523,16,6,2020,2,40.68064,-73.95338,1,0,0,0,0,0,1,0,0
76525,2,8,2020,18,40.665627,-73.92045,3,0,0,0,0,1,0,0,0
76526,6,8,2020,5,40.8305,-73.861626,1,0,0,0,0,0,0,1,0
76527,3,7,2020,8,40.687244,-73.95469,0,0,0,0,1,0,0,0,0
76529,3,7,2020,1,40.765972,-73.937965,0,0,0,0,0,1,0,0,0
76533,9,7,2020,10,40.8398,-73.928665,0,0,0,0,0,1,0,0,0
76534,2,7,2020,4,40.672794,-73.98329,0,0,0,0,0,1,0,0,0
76535,6,8,2020,7,40.601734,-73.935036,2,0,0,0,0,1,0,0,0
76537,29,6,2020,20,40.711365,-73.78765,0,0,0,0,1,0,0,0,0
76538,1,7,2020,16,40.730602,-73.82151,0,0,0,0,1,0,0,0,0
76539,10,7,2020,7,40.76435,-73.97508,0,0,0,0,0,0,0,0,1
76540,5,7,2020,8,40.639324,-73.91753,0,0,0,0,1,0,0,0,0
76541,31,7,2020,15,40.66052,-73.99657,1,0,0,0,1,0,0,0,0
76543,24,6,2020,18,40.60995,-73.999466,1,0,0,0,1,0,0,0,0
76544,30,6,2020,21,40.753407,-73.852356,2,0,0,0,1,0,0,0,0
76545,16,7,2020,14,40.826088,-73.86121,1,0,0,0,0,1,0,0,0
76546,17,7,2020,12,40.71908,-73.98508,1,0,0,0,0,0,0,0,1
76547,16,6,2020,16,40.631622,-74.01696,1,0,0,0,1,0,0,0,0
76548,11,7,2020,17,40.69484,-73.902756,0,0,0,0,0,1,0,0,0
76549,28,6,2020,15,40.54534,-74.160576,0,0,0,0,0,1,0,0,0
76551,8,7,2020,18,40.84171,-73.90432,0,0,0,0,0,1,0,0,0
76552,15,6,2020,4,40.85106,-73.84911,0,0,0,0,1,0,0,0,0
76553,11,7,2020,0,40.846165,-73.929146,0,0,0,0,0,0,1,0,0
76556,19,6,2020,6,40.64485,-73.96002,1,0,0,0,1,0,0,0,0
76557,9,7,2020,17,40.67002,-73.78312,0,0,0,0,1,0,0,0,0
76558,20,6,2020,16,40.61213,-73.94896,1,0,0,0,1,0,0,0,0
76560,19,6,2020,17,40.746788,-73.827156,0,0,0,0,0,0,1,0,0
76561,23,7,2020,16,40.706787,-74.00512,0,0,0,0,0,1,0,0,0
76562,10,7,2020,16,40.740437,-73.92304,2,0,0,0,1,0,0,0,0
76563,9,7,2020,16,40.752285,-73.94408,0,0,0,0,1,0,0,0,0
76564,27,7,2020,10,40.822834,-73.941925,1,0,0,0,1,0,0,0,0
76566,5,7,2020,18,40.732956,-73.97514,0,0,0,0,0,1,0,0,0
76567,23,7,2020,16,40.669853,-73.73402,1,0,0,0,1,0,0,0,0
76569,30,6,2020,0,40.825504,-73.948235,1,0,0,0,0,1,0,0,0
76572,28,7,2020,17,40.64481,-74.09598,0,0,0,0,0,1,0,0,0
76573,23,7,2020,21,40.745213,-73.87529,0,0,0,0,1,0,0,0,0
76574,20,6,2020,8,40.629166,-73.947334,0,0,0,0,0,1,0,0,0
76576,2,8,2020,17,40.82902,-73.94485,0,0,0,0,0,0,1,0,0
76581,19,7,2020,10,40.701496,-73.96242,1,0,0,0,0,0,1,0,0
76582,7,7,2020,18,40.821144,-73.8889,2,0,0,0,0,1,0,0,0
76583,23,7,2020,13,40.691013,-73.855736,1,0,0,0,1,0,0,0,0
76584,7,8,2020,10,40.730553,-73.74319,1,0,0,0,0,1,0,0,0
76586,16,6,2020,17,40.713596,-73.85964,1,0,0,0,0,1,0,0,0
76587,28,6,2020,13,40.858433,-73.885124,0,0,0,0,0,1,0,0,0
76588,25,6,2020,19,40.771576,-73.87616,1,0,0,0,0,0,0,0,1
76590,2,7,2020,10,40.679585,-73.96507,1,0,0,0,0,0,1,0,0
76591,30,6,2020,13,40.76531,-73.96385,0,0,0,0,0,0,1,0,0
76592,31,7,2020,14,40.714268,-73.74643,0,0,0,0,1,0,0,0,0
