,day,month,year,crash_time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,bad_road_infrastructure,car_failure,distraction,driver_mistake,illegal_action,medical,other_involvement
16055,4,9,2019,10,40.741768,-73.94945,0,0,0,0,0,0,0,0,1
16056,25,8,2019,15,40.78876,-73.852066,0,0,0,0,0,1,0,0,0
16057,21,8,2019,11,40.711033,-73.7281,1,0,0,0,0,0,0,0,1
16058,23,8,2019,12,40.72479,-73.99236,0,0,0,0,0,0,0,0,1
16059,21,8,2019,13,40.760937,-73.971245,1,0,0,0,0,0,0,0,1
16060,27,8,2019,18,40.84029,-73.91436,1,0,0,0,0,0,1,0,0
16062,17,8,2019,20,40.865105,-73.91846,0,0,0,0,0,1,0,0,0
16063,20,8,2019,8,40.76527,-73.95213,0,0,0,0,0,1,0,0,0
16064,21,8,2019,6,40.68443,-73.9661,0,0,0,0,0,1,0,0,0
16066,18,8,2019,15,40.75452,-73.94912,1,0,0,0,0,1,0,0,0
16067,22,8,2019,0,40.713,-73.78237,0,0,0,0,1,0,0,0,0
16069,3,9,2019,15,40.74754,-73.94124,0,0,0,0,1,0,0,0,0
16071,4,9,2019,17,40.672146,-73.84318,0,0,0,0,0,1,0,0,0
16072,19,8,2019,21,40.844105,-73.923065,0,0,0,0,0,1,0,0,0
16073,27,8,2019,22,40.89552,-73.86402,1,0,0,0,0,0,0,0,1
16074,30,8,2019,12,40.703327,-73.993095,0,0,0,0,0,1,0,0,0
16075,1,9,2019,2,40.66543,-73.806,0,0,0,0,1,0,0,0,0
16076,13,8,2019,20,40.69775,-73.9128,0,0,0,0,0,1,0,0,0
16079,28,8,2019,10,40.730442,-73.91367,0,0,0,0,1,0,0,0,0
16080,4,9,2019,17,40.679993,-73.955444,0,0,0,0,0,1,0,0,0
16081,15,8,2019,8,40.752228,-73.93911,0,0,0,0,0,1,0,0,0
16082,19,8,2019,9,40.831673,-73.88458,0,0,0,0,1,0,0,0,0
16083,29,8,2019,14,40.74958,-73.86541,0,0,0,0,0,1,0,0,0
16084,5,9,2019,6,40.628643,-74.005936,0,0,0,0,0,1,0,0,0
16085,5,9,2019,20,40.69231,-73.88147,0,0,0,0,0,1,0,0,0
16086,11,8,2019,13,40.71982,-73.94863,2,0,0,1,0,0,0,0,0
16088,1,9,2019,15,40.718555,-73.988205,0,0,0,0,1,0,0,0,0
16090,31,8,2019,14,40.834114,-73.86327,0,0,0,0,0,0,0,0,1
16092,7,9,2019,21,40.680508,-73.82705,0,0,0,0,1,0,0,0,0
16095,27,8,2019,19,40.777195,-73.90739,0,0,0,0,0,1,0,0,0
16096,8,9,2019,22,40.769886,-73.92781,0,0,0,0,1,0,0,0,0
16097,26,8,2019,11,40.703766,-73.925644,0,0,0,0,0,1,0,0,0
16098,28,8,2019,9,40.65516,-73.84373,0,0,0,0,0,1,0,0,0
16100,25,8,2019,19,40.753,-73.969894,1,0,0,0,0,1,0,0,0
16101,2,9,2019,23,40.72545,-73.837776,2,0,0,0,0,1,0,0,0
16103,5,9,2019,8,40.67834,-73.95521,0,0,0,0,1,0,0,0,0
16104,11,8,2019,23,40.680733,-73.97451,2,0,0,0,0,0,1,0,0
16105,30,8,2019,16,40.602295,-73.752174,1,0,0,0,1,0,0,0,0
16110,30,8,2019,18,40.848736,-73.93234,0,0,0,0,1,0,0,0,0
16111,31,8,2019,21,40.590076,-74.16643,0,0,0,0,0,1,0,0,0
16112,29,8,2019,18,40.61122,-73.9203,0,0,0,0,0,1,0,0,0
16113,22,8,2019,16,40.75612,-73.87331,0,0,0,0,1,0,0,0,0
16115,23,8,2019,18,40.81608,-73.917694,1,0,0,0,0,0,1,0,0
16116,4,9,2019,23,40.829433,-73.94585,0,0,0,0,0,1,0,0,0
16118,31,8,2019,14,40.725006,-73.8792,0,0,0,0,1,0,0,0,0
16119,17,8,2019,23,40.598343,-73.98172,2,0,0,0,0,1,0,0,0
16120,26,8,2019,13,40.7699,-73.91608,0,0,0,0,0,1,0,0,0
16121,16,8,2019,9,40.705887,-73.94297,0,0,0,0,0,1,0,0,0
16123,13,8,2019,16,40.723938,-73.987976,0,0,0,0,1,0,0,0,0
16126,19,8,2019,17,40.777004,-73.91661,1,0,0,0,1,0,0,0,0
16127,13,8,2019,18,40.712406,-73.99307,0,0,0,0,1,0,0,0,0
16128,8,9,2019,20,40.683037,-73.9261,1,0,0,0,1,0,0,0,0
16129,25,8,2019,18,40.69349,-73.97917,1,0,0,1,0,0,0,0,0
16132,14,8,2019,6,40.702908,-73.98113,0,0,0,0,0,1,0,0,0
16133,17,8,2019,11,40.741734,-74.00722,0,0,0,0,0,1,0,0,0
16135,5,9,2019,8,40.724434,-73.8693,0,0,0,0,0,1,0,0,0
16136,12,8,2019,16,40.734375,-73.87342,0,0,0,0,0,1,0,0,0
16137,14,8,2019,4,40.700726,-73.94194,0,0,0,0,0,1,0,0,0
16139,17,8,2019,18,40.845184,-73.90234,0,0,0,0,0,1,0,0,0
16140,31,8,2019,12,40.68091,-73.78106,0,0,0,0,0,1,0,0,0
16141,31,8,2019,11,40.67231,-73.9903,0,0,0,0,0,1,0,0,0
16143,25,8,2019,15,40.746063,-73.87537,0,0,0,0,1,0,0,0,0
16144,27,8,2019,17,40.86552,-73.88972,0,0,0,0,0,0,1,0,0
16145,7,9,2019,16,40.690926,-73.92066,0,0,0,0,0,0,0,0,1
16146,19,8,2019,8,40.681126,-73.96446,0,0,0,0,0,1,0,0,0
16147,24,8,2019,10,40.632206,-73.90961,0,0,0,0,1,0,0,0,0
16148,27,8,2019,10,40.67394,-73.84598,0,0,0,0,1,0,0,0,0
16149,3,11,2019,12,40.592484,-73.79973,0,0,0,0,0,1,0,0,0
16150,19,8,2019,11,40.76312,-73.863884,0,0,0,0,0,0,0,0,1
16151,6,9,2019,12,40.869675,-73.870544,0,0,0,0,1,0,0,0,0
16154,3,9,2019,9,40.826275,-73.85971,0,0,0,0,0,1,0,0,0
16155,7,9,2019,6,40.762676,-73.954346,0,0,0,0,1,0,0,0,0
16158,16,8,2019,9,40.710938,-73.92671,0,0,0,0,0,1,0,0,0
16160,11,8,2019,18,40.695778,-73.94566,0,0,0,0,1,0,0,0,0
16162,8,9,2019,1,40.691334,-73.813,0,0,0,0,1,0,0,0,0
16164,22,8,2019,7,40.687397,-73.995735,0,0,0,0,0,1,0,0,0
16165,12,8,2019,12,40.626457,-73.918,0,0,0,0,0,1,0,0,0
16166,16,8,2019,15,40.624763,-73.96518,1,0,0,0,0,1,0,0,0
16167,23,8,2019,12,40.673885,-73.90935,0,0,0,0,1,0,0,0,0
16168,10,8,2019,9,40.759346,-73.91981,1,0,0,0,0,1,0,0,0
16169,14,8,2019,18,40.676758,-73.917404,0,0,0,0,0,1,0,0,0
16171,22,8,2019,9,40.868015,-73.89997,0,0,0,0,0,1,0,0,0
16174,8,9,2019,9,40.677437,-73.99648,0,0,0,0,0,1,0,0,0
16175,1,9,2019,21,40.638172,-73.98526,0,0,0,0,1,0,0,0,0
16177,20,8,2019,11,40.768562,-73.981575,0,0,0,0,0,1,0,0,0
16178,8,9,2019,9,40.689564,-73.92218,0,0,0,0,0,1,0,0,0
16180,26,8,2019,15,40.6843,-73.99724,0,0,0,0,0,1,0,0,0
16181,27,8,2019,20,40.713154,-73.96215,0,0,0,0,1,0,0,0,0
16184,18,8,2019,1,40.776318,-73.962135,1,0,0,0,0,0,1,0,0
16185,29,8,2019,13,40.687374,-73.763306,0,0,0,0,1,0,0,0,0
16186,5,9,2019,7,40.638203,-74.13109,0,0,0,0,0,1,0,0,0
16188,2,9,2019,7,40.816864,-73.882744,0,0,0,0,0,1,0,0,0
16189,10,8,2019,14,40.766685,-73.892136,0,0,0,0,0,1,0,0,0
16191,25,8,2019,23,40.7591,-73.99215,0,0,0,0,0,1,0,0,0
16192,25,8,2019,18,40.7636,-73.77098,0,0,0,0,0,1,0,0,0
16193,3,9,2019,10,40.75355,-73.98505,0,0,0,0,0,0,0,0,1
16194,6,9,2019,16,40.697678,-73.851845,0,0,0,0,0,0,0,0,1
16195,27,8,2019,17,40.805737,-73.94065,0,0,0,0,0,1,0,0,0
16196,30,8,2019,15,40.58842,-73.96326,0,0,0,0,1,0,0,0,0
16200,15,8,2019,14,40.881073,-73.878494,0,0,0,0,0,1,0,0,0
16201,13,8,2019,22,40.863113,-73.920616,0,0,0,0,1,0,0,0,0
16202,23,6,2019,11,40.6862,-73.950745,0,0,0,0,0,1,0,0,0
16204,29,8,2019,20,40.75776,-73.7834,3,0,0,0,0,1,0,0,0
16207,19,8,2019,12,40.697243,-73.813324,0,0,0,0,1,0,0,0,0
16208,16,8,2019,21,40.660084,-73.893936,1,0,0,0,1,0,0,0,0
16210,28,8,2019,7,40.758057,-73.95914,0,0,0,0,0,0,0,0,1
16213,26,8,2019,16,40.804745,-73.938324,0,0,0,0,1,0,0,0,0
16214,2,9,2019,13,40.761448,-73.80288,0,0,0,0,1,0,0,0,0
16215,11,8,2019,14,40.575714,-73.96301,1,0,0,0,1,0,0,0,0
16217,24,8,2019,7,40.756985,-73.90737,0,0,0,0,0,0,1,0,0
16218,3,9,2019,16,40.655483,-73.96031,0,0,0,0,0,1,0,0,0
16219,16,8,2019,18,40.877705,-73.846756,0,0,0,0,0,1,0,0,0
16220,18,8,2019,3,40.83863,-73.93348,1,0,0,0,0,1,0,0,0
16221,27,8,2019,10,40.632633,-74.09055,3,0,0,1,0,0,0,0,0
16222,22,8,2019,10,40.729504,-73.986145,0,0,0,0,0,0,0,0,1
16223,25,8,2019,15,40.5788,-73.959694,0,0,0,0,0,1,0,0,0
16224,31,8,2019,15,40.68229,-73.93919,0,0,0,0,0,0,0,0,1
16225,7,9,2019,22,40.67581,-73.739555,0,0,0,0,1,0,0,0,0
16226,6,9,2019,14,40.734295,-73.85031,0,0,0,0,0,1,0,0,0
16227,29,8,2019,15,40.852066,-73.868614,0,0,0,0,0,0,0,0,1
16228,27,8,2019,4,40.764126,-73.88194,0,0,0,0,0,1,0,0,0
16231,24,8,2019,14,40.885952,-73.8279,0,0,0,0,0,1,0,0,0
16232,25,8,2019,8,40.7672,-73.887825,0,0,0,0,1,0,0,0,0
16233,20,8,2019,20,40.80119,-73.95031,0,0,0,0,1,0,0,0,0
16234,25,8,2019,19,40.767963,-73.91169,0,0,0,0,0,0,0,0,1
16235,16,8,2019,8,40.61165,-73.99774,0,0,0,0,1,0,0,0,0
16236,13,8,2019,12,40.783245,-73.94473,1,0,0,0,1,0,0,0,0
16237,28,8,2019,10,40.76241,-73.95443,0,0,0,0,1,0,0,0,0
16238,2,9,2019,1,40.66059,-73.931335,1,0,0,0,1,0,0,0,0
16239,1,9,2019,21,40.787174,-73.81349,1,0,0,0,0,1,0,0,0
16242,18,8,2019,22,40.540096,-74.16902,1,0,0,0,0,1,0,0,0
16244,26,8,2019,18,40.693268,-73.92224,0,0,0,0,1,0,0,0,0
16247,21,8,2019,18,40.697838,-73.97077,1,0,0,0,1,0,0,0,0
16249,6,9,2019,10,40.776318,-73.962135,0,0,1,0,0,0,0,0,0
16250,18,8,2019,3,40.691742,-73.9287,1,0,0,0,0,0,1,0,0
16251,18,8,2019,15,40.863472,-73.86166,3,0,0,0,1,0,0,0,0
16253,4,9,2019,9,40.734295,-73.87784,0,0,0,0,1,0,0,0,0
16255,11,8,2019,0,40.687004,-73.9796,0,0,0,0,0,1,0,0,0
16257,5,9,2019,12,40.730137,-73.862366,1,0,0,0,0,1,0,0,0
16258,20,8,2019,12,40.701077,-73.94043,0,0,0,0,1,0,0,0,0
16259,21,8,2019,19,40.691467,-73.8207,0,0,0,0,1,0,0,0,0
16260,23,8,2019,11,40.686302,-73.793915,0,0,0,0,0,1,0,0,0
16261,4,9,2019,17,40.64687,-73.90428,0,0,0,0,0,1,0,0,0
16262,30,8,2019,7,40.742912,-73.916504,0,0,0,0,1,0,0,0,0
16263,28,8,2019,15,40.89624,-73.87242,0,0,0,0,1,0,0,0,0
16265,3,9,2019,11,40.734974,-73.98595,0,0,0,0,1,0,0,0,0
16266,27,8,2019,7,40.711033,-73.7281,3,0,0,0,1,0,0,0,0
16267,22,8,2019,8,40.666996,-73.86789,1,0,0,0,1,0,0,0,0
16269,6,9,2019,15,40.720554,-74.00352,0,0,0,0,0,1,0,0,0
16270,6,9,2019,16,40.897434,-73.855125,1,0,0,0,1,0,0,0,0
16271,16,8,2019,19,40.721485,-73.86658,0,0,0,0,0,1,0,0,0
16272,27,8,2019,22,40.678234,-73.89753,2,0,0,0,0,0,1,0,0
16273,30,8,2019,12,40.830154,-73.93964,1,0,0,0,1,0,0,0,0
16274,4,9,2019,17,40.715145,-73.74935,1,0,0,0,0,1,0,0,0
16275,9,8,2019,10,40.878704,-73.9042,0,0,0,0,1,0,0,0,0
16276,3,9,2019,11,40.61617,-73.9546,1,0,0,0,1,0,0,0,0
16278,22,8,2019,9,40.723034,-73.99492,0,0,0,0,1,0,0,0,0
16280,26,8,2019,20,40.702015,-73.93085,0,0,0,0,0,1,0,0,0
16282,22,8,2019,12,40.688515,-73.99294,0,0,0,0,0,1,0,0,0
16283,19,8,2019,18,40.83389,-73.85466,0,0,0,0,0,1,0,0,0
16284,10,8,2019,17,40.666233,-73.761,0,0,0,0,0,1,0,0,0
16285,21,8,2019,12,40.75979,-73.98793,0,0,0,0,0,1,0,0,0
16287,30,8,2019,18,40.650272,-73.89097,0,0,0,0,0,1,0,0,0
16288,16,8,2019,6,40.72507,-73.98122,0,0,0,0,0,1,0,0,0
16289,4,9,2019,17,40.70858,-73.95838,1,0,0,0,1,0,0,0,0
16291,27,8,2019,11,40.75207,-73.926476,0,0,0,0,1,0,0,0,0
16292,4,9,2019,9,40.678722,-73.952995,0,0,0,0,0,1,0,0,0
16294,9,8,2019,0,40.704254,-73.96722,0,0,0,0,0,1,0,0,0
16297,22,8,2019,16,40.6259,-74.03741,0,0,0,0,1,0,0,0,0
16298,8,9,2019,23,40.602356,-73.75953,0,0,0,0,0,1,0,0,0
16300,23,8,2019,15,40.777905,-73.82669,0,0,0,0,0,1,0,0,0
16301,15,8,2019,11,40.78167,-73.83152,0,0,0,0,0,1,0,0,0
16302,27,8,2019,14,40.676094,-73.86445,0,0,0,0,1,0,0,0,0
16303,14,8,2019,16,40.753914,-73.91982,0,0,0,0,0,1,0,0,0
16304,27,8,2019,15,40.708176,-73.92396,0,0,0,0,1,0,0,0,0
16305,22,8,2019,13,40.677338,-73.927536,1,0,0,0,1,0,0,0,0
16307,15,8,2019,11,40.84044,-73.84332,0,0,0,0,0,1,0,0,0
16309,26,8,2019,14,40.7452,-73.88426,0,0,0,0,0,1,0,0,0
16311,6,9,2019,20,40.78795,-73.93819,0,0,0,0,0,1,0,0,0
16312,16,8,2019,14,40.655834,-73.98123,0,0,0,0,0,1,0,0,0
16313,5,9,2019,10,40.581505,-73.83819,0,0,0,0,0,0,0,0,1
16315,27,8,2019,18,40.701492,-73.90547,1,0,0,0,0,0,0,0,1
16317,3,9,2019,18,40.5171,-74.233894,0,0,0,0,0,1,0,0,0
16318,24,8,2019,15,40.59553,-73.99886,0,0,0,0,1,0,0,0,0
16319,10,8,2019,9,40.82538,-73.94006,0,0,0,0,0,1,0,0,0
16320,8,9,2019,21,40.8369,-73.89058,0,0,0,0,1,0,0,0,0
16321,21,8,2019,6,40.594822,-73.79834,0,0,0,0,1,0,0,0,0
16322,26,8,2019,23,40.584423,-73.98774,0,0,0,0,0,1,0,0,0
16323,7,9,2019,12,40.657753,-73.89612,0,0,0,0,1,0,0,0,0
16325,29,8,2019,14,40.721306,-73.79029,1,0,0,0,0,0,0,1,0
16326,22,8,2019,11,40.731255,-73.95182,0,0,0,0,1,0,0,0,0
16327,29,8,2019,15,40.73572,-74.006805,0,0,0,0,0,1,0,0,0
16328,19,8,2019,13,40.71076,-73.95314,1,0,0,0,0,1,0,0,0
16329,24,8,2019,22,40.613834,-74.088974,0,0,0,1,0,0,0,0,0
16330,17,8,2019,12,40.754704,-73.78166,0,0,0,0,0,1,0,0,0
16331,3,9,2019,8,40.749897,-73.93782,0,0,0,0,0,0,1,0,0
16332,4,9,2019,18,40.668606,-73.75044,0,0,0,0,0,1,0,0,0
16334,10,7,2019,14,40.70728,-73.78934,0,0,0,0,0,0,0,0,1
16335,30,8,2019,11,40.609535,-73.75372,0,0,0,0,1,0,0,0,0
16336,15,8,2019,18,40.825134,-73.95141,0,0,0,0,1,0,0,0,0
16337,3,9,2019,16,40.846565,-73.92589,0,0,0,0,0,0,0,0,1
16338,14,8,2019,14,40.711227,-73.72826,2,0,0,0,0,1,0,0,0
16339,11,8,2019,15,40.711227,-73.72826,0,0,0,0,0,0,0,0,1
16340,7,9,2019,16,40.838436,-73.88263,0,0,0,0,1,0,0,0,0
16341,10,8,2019,4,40.68569,-73.93559,1,0,0,0,0,0,1,0,0
16342,6,9,2019,14,40.604336,-74.00692,1,0,0,0,1,0,0,0,0
16343,26,8,2019,10,40.829594,-73.93102,0,0,0,0,1,0,0,0,0
16344,28,8,2019,0,40.684063,-73.95626,0,0,0,0,1,0,0,0,0
16345,16,8,2019,18,40.866196,-73.850044,0,0,0,0,1,0,0,0,0
16346,6,9,2019,17,40.7968,-73.929375,0,0,0,0,1,0,0,0,0
16349,16,8,2019,18,40.663555,-73.93162,1,0,0,0,0,0,1,0,0
16353,3,9,2019,13,40.687344,-73.97985,0,0,0,0,0,1,0,0,0
16355,12,8,2019,18,40.679955,-73.97491,0,0,0,0,0,1,0,0,0
16356,18,8,2019,1,40.84621,-73.91227,1,0,0,0,1,0,0,0,0
16357,25,8,2019,15,40.86159,-73.91295,0,0,0,0,1,0,0,0,0
16358,16,8,2019,5,40.84487,-73.92068,0,0,0,0,0,0,0,0,1
16359,18,8,2019,15,40.714104,-73.95322,0,0,0,0,0,1,0,0,0
16360,20,8,2019,1,40.81801,-73.96149,0,0,1,0,0,0,0,0,0
16361,3,9,2019,17,40.70242,-73.9867,0,0,0,0,0,1,0,0,0
16367,5,9,2019,6,40.55457,-74.14639,1,0,0,0,1,0,0,0,0
16369,30,8,2019,18,40.83142,-73.92644,0,0,0,0,0,1,0,0,0
16370,24,8,2019,18,40.827103,-73.94997,0,0,0,0,0,1,0,0,0
16371,28,8,2019,9,40.762177,-73.96613,0,0,0,0,0,1,0,0,0
16374,28,8,2019,13,40.78029,-73.94386,0,0,0,0,1,0,0,0,0
16375,24,8,2019,0,40.760822,-73.99832,1,0,0,0,0,1,0,0,0
16376,3,9,2019,0,40.618607,-73.98163,1,0,0,0,0,0,0,0,1
16378,11,8,2019,17,40.763172,-73.79309,0,0,0,0,0,1,0,0,0
16379,14,8,2019,15,40.758305,-74.000145,0,0,0,0,0,1,0,0,0
16380,5,9,2019,18,40.703915,-73.9409,0,0,0,0,1,0,0,0,0
16381,6,9,2019,14,40.7433,-73.83768,1,0,0,0,1,0,0,0,0
16384,20,8,2019,18,40.74614,-73.81417,0,0,0,0,0,0,0,0,1
16386,24,8,2019,13,40.767372,-73.738754,0,0,0,0,1,0,0,0,0
16387,22,8,2019,10,40.66876,-73.93024,1,0,0,0,0,0,0,0,1
16388,16,8,2019,2,40.665348,-73.72986,0,0,0,0,0,1,0,0,0
16390,2,9,2019,1,40.670254,-73.85728,0,0,0,0,0,1,0,0,0
16391,18,8,2019,13,40.665234,-73.953735,0,0,0,0,1,0,0,0,0
16392,6,9,2019,20,40.587612,-73.94432,1,0,0,0,0,1,0,0,0
16393,18,8,2019,3,40.8037,-73.93582,0,0,0,0,1,0,0,0,0
16395,10,8,2019,12,40.672688,-73.73544,0,0,0,0,0,1,0,0,0
16399,10,8,2019,9,40.69479,-73.99431,0,0,0,0,0,1,0,0,0
16401,6,9,2019,15,40.800552,-73.958206,0,0,0,0,1,0,0,0,0
16403,4,9,2019,13,40.75389,-73.91651,2,0,0,0,1,0,0,0,0
16404,20,8,2019,11,40.592846,-73.79616,0,0,0,0,0,0,0,0,1
16405,4,9,2019,21,40.74622,-73.87755,1,0,0,0,1,0,0,0,0
16406,24,8,2019,14,40.714066,-73.96346,1,0,0,0,0,1,0,0,0
16409,23,8,2019,23,40.755352,-73.98374,0,0,0,0,0,0,0,0,1
16410,30,8,2019,15,40.771656,-73.95319,3,0,0,0,0,1,0,0,0
16411,16,8,2019,16,40.65705,-73.76746,0,0,0,0,1,0,0,0,0
16417,19,8,2019,13,40.859604,-73.90778,0,0,0,0,0,1,0,0,0
16418,10,8,2019,16,40.789383,-73.782326,0,0,0,0,0,1,0,0,0
16419,29,8,2019,12,40.605022,-73.74953,0,0,0,0,1,0,0,0,0
16420,9,8,2019,10,40.768887,-73.90691,0,0,0,0,0,1,0,0,0
16421,14,8,2019,21,40.637436,-74.02193,0,0,0,0,0,1,0,0,0
16423,25,8,2019,16,40.776546,-73.92377,0,0,0,0,1,0,0,0,0
16424,21,8,2019,10,40.601105,-74.163155,0,0,0,0,1,0,0,0,0
16425,28,8,2019,8,40.710472,-73.960945,1,0,0,0,1,0,0,0,0
16426,19,8,2019,0,40.877827,-73.879585,0,0,0,0,0,1,0,0,0
16429,8,9,2019,22,40.748203,-73.84962,1,0,0,0,0,1,0,0,0
16430,23,8,2019,10,40.755566,-73.97515,0,0,0,0,0,1,0,0,0
16431,5,9,2019,7,40.829685,-73.81989,0,0,0,0,0,0,1,0,0
16432,19,8,2019,9,40.68612,-73.93199,1,0,0,0,0,1,0,0,0
16433,5,9,2019,11,40.70121,-73.94485,2,0,0,0,0,0,0,0,1
16434,25,8,2019,16,40.779488,-73.920135,0,0,0,0,0,1,0,0,0
16436,4,9,2019,22,40.691353,-73.92142,0,0,0,0,0,1,0,0,0
16437,5,9,2019,9,40.68079,-73.99174,0,0,0,0,0,1,0,0,0
16439,29,8,2019,6,40.67117,-73.92534,1,0,0,0,1,0,0,0,0
16442,15,8,2019,16,40.748985,-73.979965,0,0,0,0,0,1,0,0,0
16446,27,8,2019,2,40.62241,-73.9422,0,0,0,0,1,0,0,0,0
16447,4,9,2019,19,40.6466,-73.91308,0,0,0,0,0,1,0,0,0
16448,21,8,2019,14,40.831043,-73.908455,0,0,0,0,1,0,0,0,0
16450,31,8,2019,13,40.817284,-73.902214,0,0,0,0,0,0,0,0,1
16451,16,8,2019,22,40.843906,-73.88047,1,0,0,0,0,1,0,0,0
16452,12,8,2019,0,40.717293,-73.75333,1,0,0,0,0,0,0,0,1
16453,16,8,2019,12,40.679245,-73.985664,0,0,0,0,1,0,0,0,0
16454,26,8,2019,13,40.619713,-73.94453,0,0,0,0,0,1,0,0,0
16455,4,9,2019,19,40.85638,-73.82631,1,0,0,0,1,0,0,0,0
16456,11,8,2019,19,40.789368,-73.848885,0,0,0,0,0,1,0,0,0
16458,10,8,2019,11,40.6854,-73.82947,0,0,0,0,0,1,0,0,0
16459,21,8,2019,10,40.76889,-73.9821,0,0,0,0,0,1,0,0,0
16460,22,8,2019,14,40.587067,-74.09162,1,0,0,0,0,0,1,0,0
16462,13,8,2019,13,40.592335,-73.99312,0,0,0,0,1,0,0,0,0
16465,10,8,2019,16,40.666977,-73.876396,0,0,0,0,1,0,0,0,0
16468,28,8,2019,12,40.803566,-73.96715,0,0,0,0,0,1,0,0,0
16469,22,8,2019,6,40.730366,-73.91388,0,0,0,0,1,0,0,0,0
16470,24,8,2019,16,40.644814,-73.90483,0,1,0,0,0,0,0,0,1
16471,3,9,2019,13,40.826797,-73.86139,1,0,0,0,0,1,0,0,0
16475,4,9,2019,21,40.760956,-73.807686,0,0,0,0,0,0,0,0,1
16478,28,8,2019,9,40.627625,-73.955696,0,0,0,0,1,0,0,0,0
16479,29,8,2019,14,40.88845,-73.841965,0,0,0,1,0,0,0,0,0
16481,16,8,2019,15,40.83018,-73.86407,0,0,0,0,0,1,0,0,0
16482,23,8,2019,10,40.755756,-73.96479,0,0,0,0,1,0,0,0,0
16483,18,8,2019,21,40.638603,-73.94827,2,0,0,0,0,0,1,0,0
16485,12,8,2019,10,40.661777,-73.85069,0,0,0,0,0,1,0,0,0
16486,2,9,2019,8,40.799698,-73.92929,0,0,0,0,0,1,0,0,0
16489,29,8,2019,13,40.667313,-73.73926,1,0,0,0,0,1,0,0,0
16490,4,9,2019,15,40.77305,-73.92148,0,0,0,0,1,0,0,0,0
16491,27,8,2019,11,40.829453,-73.90658,0,0,0,0,0,1,0,0,0
16492,11,8,2019,1,40.688522,-73.80818,1,0,0,0,1,0,0,0,0
16493,23,8,2019,14,40.749714,-73.93617,0,0,0,0,0,1,0,0,0
16495,30,8,2019,9,40.88411,-73.90227,0,0,0,0,1,0,0,0,0
16498,1,9,2019,14,40.753788,-73.744286,0,0,0,0,0,1,0,0,0
16502,25,8,2019,12,40.60739,-73.943214,0,0,0,0,1,0,0,0,0
16503,17,8,2019,0,40.6767,-73.98026,0,0,0,0,0,1,0,0,0
16505,23,8,2019,19,40.753998,-73.94244,1,0,0,0,0,1,0,0,0
16506,29,8,2019,13,40.8229,-73.83599,0,0,0,0,0,1,0,0,0
16507,27,8,2019,9,40.794643,-73.944046,0,0,0,0,1,0,0,0,0
16509,30,8,2019,8,40.633327,-74.016136,1,0,0,0,0,1,0,0,0
16510,13,8,2019,21,40.72713,-73.81248,0,0,0,0,0,0,1,0,0
16512,23,8,2019,13,40.66523,-73.931465,0,0,0,0,1,0,0,0,0
16515,3,9,2019,14,40.707653,-73.93984,0,0,0,0,0,1,0,0,0
16518,7,9,2019,23,40.698494,-73.79159,0,0,0,0,0,0,1,0,0
16522,7,9,2019,5,40.75646,-73.856865,0,0,0,0,1,0,0,0,0
16523,10,8,2019,15,40.863747,-73.870445,0,0,0,0,1,0,0,0,0
16524,6,9,2019,6,40.851967,-73.897095,0,0,0,0,0,0,0,0,1
16525,22,8,2019,23,40.777233,-73.99023,0,0,0,0,0,1,0,0,0
16527,30,8,2019,9,40.68534,-73.80431,0,0,0,0,0,1,0,0,0
16529,20,8,2019,14,40.85372,-73.928696,0,0,0,0,1,0,0,0,0
16530,18,8,2019,10,40.720993,-73.95884,0,0,0,0,0,1,0,0,0
16531,6,9,2019,17,40.700726,-73.89552,0,0,0,0,0,1,0,0,0
16532,12,8,2019,23,40.700134,-73.91984,0,0,0,0,0,1,0,0,0
16533,26,8,2019,0,40.67591,-73.89492,0,0,0,0,0,1,0,0,0
16534,15,8,2019,10,40.751453,-73.94947,0,0,0,0,1,0,0,0,0
16537,7,9,2019,10,40.725544,-73.86317,0,0,0,0,0,1,0,0,0
16538,27,8,2019,0,40.84599,-73.84789,0,0,0,0,1,0,0,0,0
16539,26,8,2019,12,40.763958,-73.82814,0,0,0,1,0,0,0,0,0
16541,24,8,2019,23,40.769318,-73.8666,0,0,0,0,0,1,0,0,0
16543,5,9,2019,14,40.880295,-73.90275,1,0,0,0,1,0,0,0,0
16544,3,9,2019,10,40.638714,-74.16608,0,0,0,0,1,0,0,0,0
16545,22,8,2019,17,40.61082,-73.9548,0,0,0,0,1,0,0,0,0
16546,24,8,2019,10,40.67816,-73.897484,0,0,0,0,0,1,0,0,0
16548,29,8,2019,20,40.70471,-73.76969,0,0,0,0,0,0,1,0,0
16549,6,9,2019,13,40.707092,-73.89724,0,0,0,0,0,0,0,0,1
16550,19,8,2019,15,40.814423,-73.93011,0,0,0,0,0,1,0,0,0
16552,21,8,2019,7,40.73093,-73.864586,1,0,0,0,0,1,0,0,0
16553,16,8,2019,11,40.801613,-73.94998,0,0,0,0,1,0,0,0,0
16554,20,8,2019,2,40.744846,-73.835686,1,0,0,0,0,1,0,0,0
16555,15,8,2019,10,40.84103,-73.94463,0,0,0,0,0,0,0,0,1
16557,20,8,2019,22,40.717014,-73.7994,1,0,0,0,0,1,0,0,0
16559,3,9,2019,7,40.722095,-73.77772,1,0,0,0,0,1,0,0,0
